Дата,Смена,idMO,Гос. номер,Наименование,Объект,Вид работ,Моточасы,Движение, ч,Пробег, км,На объекте, мин,Рейсов,Объём факт, м3,КИП, %,Движение, %,Заявки
2026-02-17,2 смена,785,С141МН72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,12,5.58,296,617,8,0,99.98,46.47,121613
2026-02-17,2 смена,779,С165МН72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,11.75,4.77,202.13,615,8,0,97.93,40.56,121613
2026-02-17,2 смена,705,Т219ХА72,Самосвал MAN 9596-03-50 6х6,Тобольск общая зона,onsite,10.68,4.36,168.67,720,0,0,88.99,40.8,
2026-02-17,2 смена,706,Т220ХА72,Самосвал MAN 9596-03-50 6х6,Тобольск общая зона,onsite,9.84,5.2,61.69,719,0,0,81.99,52.85,
2026-02-17,2 смена,784,С228МН72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,10.61,4.57,134.47,622,8,0,88.43,43.08,121654
2026-02-17,2 смена,786,С234МН72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,unknown,0,0,0,718,0,0,0,0,121348
2026-02-17,2 смена,782,С241МН72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,9.85,4.92,135.19,608,8,0,82.05,49.94,121654
2026-02-17,2 смена,1641,С243ОХ72,Самосвал MAN БМЦ-57.6 6х6,ЕКБ общая граница,delivery,11.8,3.68,95.13,675,3,0,98.31,31.2,
2026-02-17,2 смена,5796,Х339РХ72,Самосвал SHACMAN 6x4,Тобольск общая зона,onsite,12,2.5,56.16,720,0,0,99.98,20.82,
2026-02-17,2 смена,5795,Х371РХ72,Самосвал SHACMAN 6x4,Тобольск общая зона,onsite,11.97,2.27,57.09,718,0,0,99.78,18.94,
2026-02-17,2 смена,5794,Х383РХ72,Самосвал SHACMAN 6x4,Тобольск общая зона,onsite,0.05,0,0,3,0,0,0.38,0,
2026-02-17,2 смена,6212,Р404МС186,Самосвал SANY 6x4,ЕКБ общая граница,delivery,9.7,5.47,162.7,577,7,0,80.81,56.36,121654
2026-02-17,2 смена,5798,Х570РХ72,Самосвал SHACMAN 6x4,ЕКБ общая граница,delivery,12,4.22,124.2,660,3,0,100,35.16,121654
2026-02-17,2 смена,12,Р664КХ72,Самосвал Scania P400-CB 6х4,ЕКБ общая граница,delivery,11.45,5.39,156.5,596,7,0,95.42,47.1,121654
2026-02-17,2 смена,32,Р665КХ72,Самосвал Scania P400-CB 6х4,ЕКБ общая граница,delivery,10.26,5.34,187.02,607,9,0,85.52,52.07,121655
2026-02-17,2 смена,1562,С840НС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,onsite,8.21,2.05,320,716,0,0,68.39,24.94,121613
2026-02-17,2 смена,1582,С842НС72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,11.44,4.75,162.56,616,8,0,95.29,41.58,121654
2026-02-17,2 смена,6216,Р877МР186,Самосвал SANY 6x4,ЕКБ общая граница,delivery,10.04,5.63,178.76,592,8,0,83.65,56.12,121654
2026-02-17,2 смена,1561,С880НС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,onsite,2.41,1.26,45.94,719,0,0,20.09,52.37,121615
2026-02-17,2 смена,1563,С881НС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,onsite,9.59,1.74,55.38,720,0,0,79.91,18.11,121613
2026-02-17,2 смена,1581,С884НС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,onsite,10.18,1.79,30.19,719,0,0,84.83,17.58,121613
2026-02-17,2 смена,6229,Р886МР186,Самосвал SANY 6x4,ЕКБ общая граница,delivery,9.64,4.53,161.03,567,7,0,80.32,46.97,121654
2026-02-17,2 смена,1584,С886НС72,Самосвал Volvo FM Truck 6х4,ЕКБ общая граница,delivery,11.55,5.47,175.88,625,9,0,96.23,47.39,121613
2026-02-17,2 смена,1585,С887НС72,Самосвал Volvo FM Truck 6х4,Тобольск общая зона,onsite,10.24,2.51,92.69,717,0,0,85.3,24.53,121614
2026-02-17,2 смена,6790,А927ОХ172,Самосвал MERCEDES benz actros 4141AK 8x8,Тобольск общая зона,unknown,0,0,0,716,0,0,0,0,
